"","x"
"ABCB4",0.170740414839918
"ACTA2",0.391272955916364
"ADCYAP1R1",-0.00407214376661552
"AFF3",-1.52889460007448
"AKAP6",-0.0363675808288802
"ALPL",1.92411448318734
"ANXA2P1",0.0662620090221858
"ANXA2P3",0.216927213929742
"ASGR1",1.69337352033121
"ASGR2",1.10553494541572
"ATP8B3",-0.0875820643939115
"ATRNL1",0.333524671555483
"BHLHB9",-0.282326832666055
"BMP2",1.69937983877451
"C9orf114",0.458093063936688
"CACNB4",0.13170198861541
"CBX8",0.340980483856077
"CCIN",0.303752347898358
"CCL21",2.55271471628736
"CCND1",-0.685392996425838
"CCR2",1.07128181242427
"CD8B",1.7562309389138
"CDH11",-0.614620713079647
"CDH5",0.808984826913618
"CDKL2",-0.273028475181928
"CHST4",0.365185966101998
"CLCNKB",0.866444285027394
"CLDN7",-0.150382415903974
"CNKSR2",0.725784983356363
"COL4A6",-0.0224650661692467
"COL6A3",-0.0622126971615874
"CSPG4",-0.00382022188813974
"CSTA",1.50236752053016
"CXCR2",0.420195286522187
"CYP1B1",0.548337842043456
"DGKQ",0.897440169903749
"DLGAP1",-1.14295912309338
"DMD",0.754290573088243
"DMP1",-1.08918531581914
"DOT1L",0.502745338612064
"DUOX1",1.55444955707237
"EGR4",0.888370209798207
"EPHA3",0.777252869212908
"EPPK1",0.0588257227609633
"ESRRG",-0.00698640901236292
"FBXO4",-0.25954100067131
"FKBP6",-0.0826758974031796
"FLT3LG",1.88153001519773
"FN3K",0.102431775048311
"FOXD1",2.27527278790969
"FOXE3",0.497996525380635
"FRMPD1",1.70468871064795
"GALK1",1.07695267256243
"GFPT2",0.338656397497311
"GJB3",1.18883109556581
"GPR15",0.452654825699637
"GPR37L1",-1.6594642541781
"GPR52",0.0349583798872325
"GRID2",-0.18183040718269
"GRM4",-1.08122371351687
"GRM5",0.549272760327536
"GRTP1",-0.0105452787355379
"GZMH",2.19787218964341
"HCRTR1",0.434892232583249
"HIST1H1D",-1.96023497657439
"HIST1H2BB",-0.0796869553616168
"HOXD1",0.687100149472646
"HPR",0.846035571902134
"HRH3",-0.293454769323952
"HSPA12A",0.479302122505339
"IL24",0.36167941609254
"ILVBL",0.388903674017285
"IMPG2",-0.928251220608222
"INA",-0.401939655276684
"JAM2",1.03483875253492
"KCNIP4",-0.256267294729344
"KISS1",1.24330271133839
"KITLG",-0.709272758656519
"KLF13",0.529491267015795
"KRT23",0.452692882910208
"KRTAP5-9",1.26828528751577
"L1TD1",0.270822446278449
"LAMA1",-0.183705749846529
"LARGE",-0.327624100220917
"LILRB5",2.03159703936853
"LRIG1",-0.124465549544423
"LRRC6",-0.436798940560739
"MAGEA8",-0.237082838810627
"MATN4",1.089869527428
"MEOX1",2.76574049698626
"METRN",1.02907851548989
"MYO1A",0.180012314866663
"NACA2",1.39446189031383
"NAV2",-0.318944144364841
"NDST3",-1.1100731991658
"NEK11",-0.378787504543189
"NELL2",-0.136700026261874
"NPC1L1",-0.512557203080471
"OR51E2",-0.54484068862981
"PCDHA9",-0.492125845457398
"PCDHB12",0.543561474167543
"PCDHGA9",-0.738667064707802
"PDE10A",-0.342327886639994
"PDZRN4",-0.212986740039542
"PHF14",-0.474144829607812
"PIPOX",0.331679164622448
"PLSCR2",-0.14595829736451
"PRDM12",-0.171231552193904
"PTN",1.5519540721863
"PTPRO",-0.325435867890405
"PTTG2",0.0661168506874588
"RAB17",0.424265372159515
"RANGAP1",0.437318172876434
"RBP4",3.9248987223217
"RBPJL",0.0709186485242115
"SEMA5A",0.280779581203057
"SHH",0.55299073953537
"SIDT1",-0.497645482618785
"SLC22A17",0.535155494897885
"SLC28A1",0.0881714982153622
"SLC8A1",-0.249943703405918
"SNCB",0.970663181958588
"SOX17",1.91468518073308
"SPN",0.729728897264656
"SUV39H2",-0.612180532925928
"TAF7L",-0.505932421871929
"TGM1",1.15625870105543
"TNFRSF10C",0.863074315511532
"TSPYL5",-0.316400001612479
"TUBA8",0.878636805893977
"TYMP",1.46876875493341
"UTF1",0.227865111361203
"VOPP1",0.454072611246363
"WNT1",1.74246033671028
"WNT3",-0.747210997191523
"XCL2",1.31355337871989
"ZEB1",0.0720881761612653
"ZFHX4",-0.0474938884590065
"ZNF236",-0.484504485820242
"ZNF821",0.649927299994088
"ZSCAN2",-0.103697112258418
