"","x"
"A2M",0.467973595610423
"ADAM19",-0.223222084006503
"ADAM8",0.651447038303927
"ANGPTL4",2.29761748903626
"ANK3",-0.918466283735309
"ANO1",-0.0547969560656452
"ANPEP",-0.506847065170795
"APOBEC3G",1.28253630187719
"APOD",1.32723898436205
"ARHGAP24",0.507011995302151
"ASTN1",0.0534129502732269
"ATP1A2",2.22700350505857
"BEX1",0.0339681477070308
"CALB1",0.454970203875482
"CD1A",0.250932758384431
"CDK5R1",-0.470441410572466
"CDR1",-0.571037294824489
"CEACAM1",0.758453004881388
"CEACAM3",0.37397489013683
"CEL",0.251648499596408
"CHGA",2.11786833034188
"CHGB",0.271535248064145
"CLUL1",0.114104988934425
"CSF3",2.56394108845094
"CTNNA2",-1.41990266527367
"CXCL3",1.92100949013203
"CXCL5",0.902963458763647
"DBH",1.35824038539514
"DCBLD2",-0.145684507673511
"DDX6",-0.563994700103394
"DHRS9",1.14786890032005
"DNAJA4",-0.883342702145787
"DNM3",0.48634251540464
"DOCK4",-0.106316992055294
"DUSP6",0.701758836599358
"DYNC1I1",0.393195949736738
"EFCAB6",0.177310795647605
"ERC2",0.0414308462834961
"ETV1",-0.24301028029677
"ETV4",1.83339548538199
"ETV5",0.0610363244261176
"EVI2A",0.428919089882443
"FABP3",-0.415977680768169
"FAM155B",-0.679380670603067
"FGF9",0.756337998141675
"FNDC8",0.33896072393331
"G0S2",3.86531663515782
"GABRA3",-0.713572963745787
"GBA3",1.4125173078487
"GLDC",-1.09253320085157
"GLRX",0.164360367444036
"GPR19",-0.282301102775659
"GPR4",0.581894563426707
"GRIN2A",-0.0462022492646015
"HAS2",0.200409416808226
"HEY1",0.299957466723791
"HIST1H2BO",-0.683942362634969
"HPN",0.643602863122254
"HSD11B1",1.77505651112042
"HTR7",0.517159361905538
"IL13RA2",0.0401476258613858
"IL1RL1",-1.15157310937987
"ITGA2",-1.12177364735475
"ITGB2",1.09777253539395
"ITGBL1",0.214421767045524
"KCNH2",0.321461017059284
"KCNK10",1.06565677908262
"KCNK7",1.66034434931471
"KIF5A",-0.961175476775971
"KIF5C",-0.515115227798101
"LILRA6",0.325161881002953
"LMO3",0.0948627848327926
"LOC202181",-0.388139537594034
"LRCH1",0.0897331377288705
"MAP4K1",1.906190505561
"MAPK10",1.02732604671196
"MCF2",0.0336873241017973
"MKRN3",1.2723896645084
"MMP11",-1.20563602290407
"MMP1",-2.05272457985334
"NAP1L2",1.03746033601805
"NAV3",0.157815183879007
"NME5",0.0314527814624398
"NPY6R",-0.190077486928575
"NRCAM",-1.7804747408785
"NTM",-0.273070541714234
"OR2B6",-0.038074820769194
"PCP4",1.44079236400296
"PDE2A",2.03541431392459
"PEG3",-0.565893925041239
"PPBP",-0.103198266355914
"PTX3",1.75778714867996
"RBP4",3.9248987223217
"RCAN2",0.366593286077133
"RDH5",3.04399191089965
"RELN",1.79210935155913
"RETN",0.899906005644491
"RNASE1",0.997452544671073
"RRAGD",0.642783591379227
"RTN1",0.773722434133657
"SCG3",0.260020254717892
"SCG5",0.00858111656669437
"SCN1B",0.915101467167795
"SCN2A",0.580684920925916
"SEMA3A",0.496621527425911
"SIGLEC15",0.670993702489704
"SLC6A15",-0.411386155196683
"SLCO5A1",0.85468993384885
"SMPX",-0.032733856632973
"SNAP25",0.274292986199894
"SNAP91",1.85514883780991
"SORL1",0.0677967649611141
"SPP1",-0.848184215206496
"SPRY2",0.932443766073984
"ST3GAL6",0.0737992074050361
"STC1",-0.593616820146284
"SYT1",0.00892324926853622
"TAPT1",-0.293450125388084
"TERT",-0.155202624456455
"TFPI",1.06434976316622
"TOX3",-1.41425390320099
"TRIB2",0.541372645215899
"TRIM36",-1.28255860815743
"USH1C",0.511578983561859
"WNT7A",0.980463247068909
"ZNF528",0.077266179826172
