"","x"
"ACAT2",-0.483679560062625
"ACSL6",0.329186942159462
"ACVR1",-0.246709063580813
"AES",0.511068362156723
"AMMECR1",-0.467704813320686
"ANKH",-0.137081731782088
"ANO9",0.724970274254849
"AQP3",-0.486970294546364
"ARHGEF18",0.62967928746059
"ARID4B",-0.450784373224724
"ATIC",-0.368559352839727
"ATP8B2",0.814763252771028
"BAG3",-0.0744619551493147
"BCL9L",-0.0580062977594663
"BIN1",1.74555642986277
"C12orf57",0.662142541844762
"CAMK2G",0.235211987338299
"CASK",-0.563691570587494
"CASP6",-0.15624692807161
"CBX7",1.28374839657167
"CCDC64",-0.389042494877931
"CCND2",0.580955382482166
"CD28",0.786770042876678
"CD2",1.3693710757025
"CD3D",2.14572708561031
"CD3E",1.93278484750574
"CD40LG",1.88475938037736
"CD5",1.8682092614317
"CD6",2.06094034303522
"CD82",1.1586197917341
"CD84",-0.673003868970301
"CD96",1.31019454650087
"CDC14A",-0.146406274544252
"CDR2",-0.388006649952736
"CYB561D1",0.51522438734618
"CYTH1",0.768493602193381
"DDX24",-0.259624939063916
"DEXI",0.556184926745855
"DOCK9",-0.190432713312853
"DYRK2",-0.135197492057252
"ECHDC2",0.92007893806452
"EDEM1",-0.374557955937582
"EIF5B",-0.709710998269491
"EML4",-0.162158435792602
"EPB41",-0.426304298357766
"EPHA4",0.229906216969174
"ESYT1",-0.0303390112313718
"EVL",0.942288719642896
"FAAH2",-0.5266517072239
"FAM107B",-0.28214987957643
"FAM117A",0.662530169687826
"FAM171A1",1.13002721341574
"FAM84B",-0.92443142494891
"FBLN7",1.34175806749063
"FBXL16",-0.174282979331162
"FBXL8",1.34389827999309
"FBXO31",0.586668523126269
"GALNT12",1.18941514234894
"GATA3",-0.483687429882536
"GOLGA7",-0.420791813927996
"GOLGA7B",1.07797441399988
"GPR183",1.07953486532466
"GPX7",0.957356497878521
"GSTK1",0.466419644812235
"HAPLN3",1.62343506431204
"HECA",0.0282946705886868
"HINT1",0.248651187645627
"HMOX2",0.0172753392376846
"ICOS",1.15701748596213
"INPP4B",-0.703023908544158
"ISYNA1",0.798438707619608
"ITGB1",-0.424418145707887
"ITK",1.49697569774302
"ITM2A",1.59577163712963
"ITPR3",-0.510770642781654
"KCTD2",0.0852280999062673
"KIAA0586",-0.605271901353663
"KIF22",-0.0689031548724145
"KLF12",0.150900089843091
"LCK",2.07784937584742
"LDHB",1.10620283999823
"LIME1",2.95458824316082
"LOC154761",0.858151594597216
"LOC728743",1.01398579292314
"LRIG1",-0.124465549544423
"LSR",0.137588407936574
"LY9",2.44995975380225
"MAF",0.911884959297714
"MAP3K14",1.13201312142235
"MAST4",-1.33832949642102
"MEGF6",1.52174299878822
"MKL2",-1.21364668955845
"MLLT3",0.0187856621381453
"MRPL41",0.969712060587971
"MTHFD1L",0.260656366788917
"NAE1",-0.501924409784036
"NFRKB",-0.127033148572032
"NIPAL3",-0.479049725084182
"NOSIP",0.712348479701549
"NSUN5P1",1.34428577439005
"OCIAD2",0.0509044998023043
"OPTN",0.130875824528184
"PAG1",0.0184491287649048
"PAPD7",0.115783923820608
"PBX4",2.45996703233271
"PBXIP1",1.03232843246152
"PELP1",0.174343813397567
"PHACTR2",-0.165316118908799
"PHC1",0.153564833154507
"PHF1",0.886447758046405
"PLCD1",0.808423680994274
"PLCG1",0.426917056052219
"PNMA1",-0.00294707862620867
"PPP3CC",0.523606064953223
"PRDX2",0.0621640378346232
"PRIM1",-0.808539355055992
"PRKCH",0.415353062057488
"PRKCQ",1.73100694545459
"PRMT7",0.256543769594357
"PRPS1",0.0411872784493266
"PSIP1",0.0197728761229725
"PVT1",0.0312404737580427
"RARRES3",0.436147115146121
"RASGRF2",0.218645503782453
"RASGRP1",-1.16008536485259
"RCAN3",-0.593906328652902
"REM2",0.859533184161141
"REXO2",0.229839268195884
"RHBDD2",0.0674945691509696
"RNF126",0.876173671256718
"RNF214",-0.338567769995131
"RPL34",0.797644536295074
"RPL3",0.870123617327381
"RPS3",0.982318971366284
"RRP1B",-0.418474337966238
"RTTN",-0.326381197908264
"RUVBL1",-0.239528987101024
"S1PR1",1.25209030510877
"SEPT1",2.22781854993271
"SFXN1",-0.66542977127188
"SH2D1A",1.53016084498528
"SIGIRR",0.675791436338176
"SIRPG",1.79709693753225
"SLC26A11",0.484133967554584
"SLC2A4RG",0.800109279650189
"SLC39A13",0.830373006779833
"SMYD2",0.344839314014518
"SPOCK2",1.86132885329286
"SPTAN1",-0.262223105488513
"ST3GAL1",-0.45551087218115
"ST8SIA1",1.66477972624602
"STAT5B",0.178049767721714
"STMN3",1.03862073416241
"SUSD3",0.454886101238717
"SYNRG",-0.203532061516682
"TAF9B",-0.626851243112493
"TC2N",-0.437689487252183
"TECR",-0.15549946177183
"THUMPD1",-0.758297024657049
"TMC6",0.843340116269597
"TMEM14A",-0.000778448141006177
"TMEM63A",0.598769534305339
"TNFSF8",-0.160847676270995
"TRAF2",0.560076104463018
"TRAF5",0.357977841822413
"TRAT1",1.62468102146529
"TSPYL4",-0.32990563712599
"TTC39C",-0.392292337731006
"UBASH3A",2.12532133899002
"USP20",0.791167302425113
"VOPP1",0.454072611246363
"VSIG1",0.547598643138107
"WWP1",-1.39380276095584
"XPC",0.0811601258996155
"ZBTB25",-0.317317076721428
"ZFP90",-0.3854996027111
"ZNF101",-0.144898961401526
"ZNF512B",0.246976323004386
"ZNF862",0.662457392349495
"ZNFX1",-0.407349436047268
