"","x"
"AIM1L",1.44514805001908
"ASPA",1.04930712659997
"ATP4A",0.79440883670551
"AURKC",0.388596010864316
"BMPR1B",-1.04014674838534
"BRCA1",-0.958899687064296
"C14orf93",0.302596478376333
"C1orf116",-0.252008213939223
"C1orf159",0.910855301807093
"CA14",0.207942068560518
"CARD10",0.973988656615931
"CCDC106",0.907203464076457
"CD79A",2.95312902171655
"CD80",-0.831192101597589
"CDC42EP2",0.705583430775482
"CDK11A",0.566647957503156
"CHD2",-0.138642628906995
"CNIH4",-0.132165751817808
"COLQ",1.03024678065857
"CTDSP1",0.626596706880431
"CTSW",2.36859450602173
"CYSLTR1",-0.146143843203885
"CYSLTR2",-0.0487513340150074
"CYTH3",0.672067902676785
"DLK2",1.76874316967072
"DPYSL3",0.236314001456208
"E2F2",-0.541612534047349
"EFNA5",0.853928490312225
"EPB41L5",-0.815777203974145
"EXD3",1.28248735394291
"EXOC6B",-1.33099457443882
"FAM57A",0.123374726730092
"FCER1A",1.04054197945516
"FGF9",0.756337998141675
"FOXJ1",0.407597392766056
"GABRB3",1.35686295520586
"GATAD2A",0.260552101984582
"GDF5",1.75517891693838
"GM2A",-0.0364459400190261
"GNA12",-0.0210257904229628
"GPR157",-0.623710100420552
"GPR19",-0.282301102775659
"GPR35",0.94910955519731
"GPT",2.40504686555168
"GREB1L",-0.553301234128225
"GRIP1",0.120184335560861
"GSDMD",0.93693441180971
"HHAT",-0.136337274602634
"HIST1H4B",-0.2824465275923
"HIST1H4E",-1.16300736922614
"HSD11B2",-0.670020964262574
"HTATIP2",0.135516551009424
"ICAM4",2.15322219054555
"ICMT",-0.264879713244627
"IFI35",0.364917189485668
"IL19",0.254996741461694
"INPP5J",0.72758123207404
"INSR",-0.57691519577123
"ITGB1BP2",0.615061132394912
"ITIH3",1.22622086668137
"KCNQ2",0.187555300114784
"KLHL11",-2.05761812919715
"LRRC17",0.283910709825771
"LYL1",2.10800385496033
"LYVE1",1.68072674947431
"MC4R",0.133044153875432
"MEOX2",1.90902144379185
"MSH5",0.558050034968471
"MX2",0.0655405887506957
"NDOR1",0.579122282193505
"NPFFR1",-0.0305678090325619
"NRGN",1.11062668287425
"OLFML2B",0.388231439913687
"PCDHB1",-0.339193242904287
"PCDHGB6",-0.340297151642279
"PDLIM3",0.630052683846211
"PLBD1",0.0981519459879128
"PLEKHO1",1.41645849482105
"PMCH",0.610934022882934
"PNMA3",2.53525347733751
"PPM1E",-1.07786780566708
"PPP1R9A",-0.609142102849953
"PROX1",-0.363608377988595
"PTCD2",-0.3720888425751
"PTH2R",0.527891016904154
"RAB40C",0.227145922781626
"RAPGEF1",0.263358523340817
"RBP4",3.9248987223217
"RSAD2",-0.870136681567836
"SCARF1",1.37298873479977
"SCNN1D",1.57351507951076
"SLC3A1",1.00806632250258
"SLC5A1",2.17290481788004
"SLC5A2",1.26437656193069
"SMO",1.15265499335388
"SMPX",-0.032733856632973
"SNAI1",0.986702028857761
"SPG21",-0.216730032158984
"SPHK2",0.870499560175917
"STX10",0.897741924754552
"SUSD5",-0.0309276225392666
"TCF7L1",1.39888843568998
"TMEM143",0.269342028927857
"TMPRSS11D",-0.294986288908713
"TRAF3",-0.00634483278015598
"VAMP3",-0.190520440999078
"WDR60",-0.0257201336010423
"WFDC1",0.299429583750569
"XCL1",1.79889080203742
"ZBTB44",-0.706670878572425
"ZMYND10",0.481056686791087
"ZNF124",-0.434120554987589
"ZNF253",-0.700298472896782
"ZNF32",0.24130562999798
"ZNF668",0.888560133062686
