"","x"
"ABCB8",0.402988853475243
"ABCB9",0.0937687348614078
"ACAA2",0.234424163794886
"ACY1",0.220574707428922
"AFF3",-1.52889460007448
"AIM1L",1.44514805001908
"ALG12",0.523089705365082
"AMDHD2",0.834324807655435
"ANKZF1",0.487071189731797
"AP1G2",0.332662746707241
"APLP1",0.452719436285704
"ARHGAP19",-0.168762048468168
"ARHGEF17",0.166690764436022
"ARRB2",0.51457016162483
"ASF1B",-0.471408851228184
"ATP13A2",-0.0120713491755629
"BBC3",1.56228445143201
"BCKDK",0.0967066471850541
"BTBD2",0.62370437753604
"BTBD7",-0.500555043549732
"BUB1B",-1.23692672732584
"C16orf59",0.404942326329308
"C1orf112",-0.31421788612851
"C22orf29",0.203617394820145
"CA9",0.401842692185699
"CAD",0.176135926945033
"CASKIN2",0.449210777269786
"CDC45",-0.0230845139259791
"CDCA8",-0.693011122634291
"CDK18",0.443018985570321
"CHAF1B",-0.664945931511553
"CHM",-0.616772428864113
"CHST3",0.591375403706809
"CLPB",-0.270294667493792
"CLSPN",-1.71222967318637
"CORO1A",1.6226968471005
"CSDC2",1.21161691376807
"CSPG4",-0.00382022188813974
"CUL9",0.375175930189443
"CXCL12",1.04342511195362
"DBF4B",0.10017785360027
"DCLRE1B",-0.332476462853205
"DDX31",-0.0923279965846566
"DLK2",1.76874316967072
"DNAJB2",0.463297036980688
"DUSP7",0.488434202070399
"EED",-0.0899170010715345
"EHMT2",0.558116796706715
"ENO2",-0.606731004883566
"ERCC2",0.31387382939718
"EXOSC2",-0.146775784603895
"FADS2",-1.28943038140805
"FASN",-0.674722360072074
"FBXL6",0.302120666998498
"FBXO17",0.928841384309153
"FER",-0.930178871558993
"FKBP5",0.128225465064678
"FOSL2",-0.202353809092674
"FRS2",-1.02622708778184
"FZD8",1.2302770366195
"GALK1",1.07695267256243
"GLE1",-0.397266238626047
"GLI1",1.28339258215718
"GNAI2",0.501678427885207
"GPR176",-0.356200443634642
"GSDMD",0.93693441180971
"H1FX",1.02329508691135
"HELLS",-1.04036310371023
"HIC1",1.88880217696452
"HIVEP3",-0.541665177963205
"HMOX1",0.326726304327358
"HP1BP3",0.100251274202972
"HS6ST1",-0.11789565258442
"IDH2",-0.0722126683955385
"INCENP",-0.470814221090621
"INHBB",0.902356896863799
"INSIG1",-0.520885980864496
"ITPKB",0.730337037855537
"JUP",-0.174401112793379
"KCNA4",0.601678935693048
"KCNS1",1.14243241350627
"KIF23",-1.06907128420701
"KIF4A",-1.31353777920417
"KLK8",1.1870904363039
"LIN7A",-1.2233613441977
"LIPE",3.0425899800481
"LMOD1",0.924021543095471
"LRRC20",0.0878824005966882
"LSS",0.179893721768319
"MAP3K6",0.959613105562813
"MAPK7",0.633837495096775
"MCM10",-0.963981720332975
"MCM2",-0.257217117200558
"MCM5",0.647678723828109
"MCOLN1",0.427550446051188
"MFHAS1",-0.0698704939828363
"MIA",1.74928251056218
"MICAL1",1.1645874992715
"MICALL2",0.746022144139033
"MRAS",0.92501736735016
"MVD",1.0589627756488
"MYBL2",0.107040136421503
"NDRG4",4.66067143251592e-05
"NUP188",-0.342657594305621
"NYNRIN",0.0909682943660391
"ODF2",-0.0534516401426885
"OSGEPL1",-0.132775793056614
"PACS1",0.242336821208159
"PACSIN3",1.03715247394719
"PC",0.496150832530194
"PCDH12",0.456048783559908
"PCDHGA3",0.592490773550529
"PCDHGC3",0.566733863213041
"PDCD1LG2",0.401969754591664
"PDE4D",-0.361875988532648
"PFKFB4",-0.327172834975663
"PHKG2",0.125217073908349
"PLA2G16",0.146385708502753
"PLK1",-0.595390858162485
"PLXNB1",0.598019066608137
"PLXNB3",0.296701112934662
"PNPLA3",-0.498530262735796
"POLA2",-0.125955713868584
"POLD1",0.895236218721913
"PRICKLE3",0.125235665726778
"PRMT7",0.256543769594357
"PTGER2",-1.85274516663614e-05
"PTK2B",0.859089660961771
"PWP2",-0.021387329294037
"QTRT1",1.17205162165471
"RAD54L2",-1.26981228584509
"RAD54L",-0.48726643679228
"RANGAP1",0.437318172876434
"RAPGEF1",0.263358523340817
"RASSF1",0.865677413614963
"RDH5",3.04399191089965
"RECQL4",0.360806154929809
"RIPK1",0.059665916885273
"RNF19A",-0.0864944288836614
"SCD",-1.33474458169933
"SEMA3B",0.0001214651699947
"SERPINB10",0.425050099039382
"SIPA1",1.19123352294647
"SLC12A4",0.677538420128111
"SLC26A1",0.601783288484694
"SLC2A6",1.17976318892633
"SLC35C2",0.362809565421803
"SLC9A3R2",0.822473678005838
"SP1",-0.464321812571104
"STXBP2",0.278114127372992
"SURF2",0.826430645294537
"SV2A",0.546297153299752
"SYMPK",0.302180808276252
"SYN1",-0.417691993430715
"TACC3",0.572964423579463
"TAF1C",0.986526145900972
"TBL3",0.321218373338898
"TCAP",1.24012386692187
"TCIRG1",0.888838317956797
"TGFBR1",-0.272295673175049
"THRAP3",-0.254438924226827
"TMEM59L",1.00219397720412
"TNFRSF10D",1.65721694613114
"TNIP1",0.459544285088633
"TNK2",0.997529421590916
"TNS4",-0.494335129863527
"TOP3B",0.880801738433641
"TRIM46",1.92646356627537
"TRMT2A",0.877582514858319
"TRPM4",0.345353065797788
"TSC2",0.152842633799492
"TUBGCP2",0.21491749256406
"TUT1",0.344707210571988
"USP20",0.791167302425113
"UTRN",-0.400169467612977
"VAC14",0.21890089803035
"VARS",0.437886555156656
"VAV2",-0.235475050792591
"WFDC1",0.299429583750569
"WIZ",0.177779499189496
"XRCC3",0.629090270976985
"ZDHHC6",-0.182459264286733
"ZNF446",0.544143401076156
"ZWILCH",-0.768899153909744
