"","x"
"ALPL",1.92411448318734
"BST1",0.470221451707572
"CD93",0.401630143621289
"CEACAM3",0.37397489013683
"CREB5",0.481859048290467
"CRISPLD2",0.334843467592859
"CSF3R",1.20765991557311
"CYP4F3",0.117914233293238
"DYSF",0.294640256875588
"FCAR",0.00128282493384209
"FCGR3B",0.194246574586928
"FPR1",0.256656801859477
"G0S2",3.86531663515782
"HIST1H2BC",-0.900056696858553
"HPSE",-0.566331154019165
"KCNJ15",0.139310521632463
"LILRB2",0.602293267683674
"MGAM",-1.49797054264116
"MME",1.5700949725181
"PDE4B",1.48240571936151
"S100A12",0.536655594554751
"SIGLEC5",0.00735801729826704
"SLC22A4",-0.141844857716827
"SLC25A37",0.459627496751425
"TECPR2",-0.0530737021879588
"TNFRSF10C",0.863074315511532
"VNN3",0.853055440001664
