"","x"
"B3GAT1",1.5656167796646
"CDK5R1",-0.470441410572466
"CHGB",0.271535248064145
"CHI3L2",1.52813423871603
"CXCL13",0.311737529291364
"HEY1",0.299957466723791
"HIST1H4K",-0.14796824429067
"ICA1",-0.228187911544098
"KCNK5",1.07693672133503
"KIAA1324",-0.47313721079149
"MAF",0.911884959297714
"MAGEH1",0.336658874258695
"MKL2",-1.21364668955845
"MYO6",-0.67722415885869
"MYO7A",0.902074872199984
"PASK",0.469300345587538
"PDCD1",2.12322485262532
"POMT1",0.470461766975628
"PTPN13",-0.435713854624134
"PVALB",-1.46598404698087
"SH3TC1",1.15527373328111
"SIRPG",1.79709693753225
"SLC7A10",2.99304851619277
"SMAD1",-0.38441953873815
"ST8SIA1",1.66477972624602
"STK39",-0.11669352623216
"THADA",-0.0360188454407624
"TOX",1.57504506713896
"TSHR",0.427118073493879
"ZNF764",-0.092590195137788
